序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
80,603890,春秋电子,8.14,-2.4,-0.2,87709,70617390.0,4.44,8.16,7.79,8.0,8.34,2.0,-30.76,1.38
81,603633,徕木股份,11.6,-2.52,-0.3,54860,64081040.0,3.61,11.98,11.55,11.85,11.9,1.67,47.32,2.02
82,605277,新亚电子,16.88,-2.76,-0.48,66978,111806266.0,2.48,16.94,16.51,16.79,17.36,8.56,27.29,2.65
83,688007,光峰科技,22.39,-2.86,-0.66,46914,106699758.0,5.6,23.57,22.28,22.79,23.05,1.03,187.38,3.83
84,300602,飞荣达,19.05,-2.91,-0.57,301952,566681707.52,6.52,19.47,18.19,18.2,19.62,9.56,-96.29,3.81
85,300686,智动力,9.43,-3.18,-0.31,58367,54635528.0,7.19,9.49,8.79,8.79,9.74,2.94,-13.95,1.84
86,002993,奥海科技,28.32,-5.28,-1.58,62286,177077742.0,3.65,29.2,28.11,29.2,29.9,6.14,21.94,1.72
87,002937,兴瑞科技,22.74,-5.6,-1.35,107105,248338511.3,12.04,25.25,22.35,24.32,24.09,3.7,32.69,5.18
88,002782,可立克,14.99,-5.78,-0.92,166003,250851669.15,7.61,16.01,14.8,15.8,15.91,3.5,62.05,4.0
89,603626,科森科技,6.54,-6.03,-0.42,254490,165071716.0,3.16,6.62,6.4,6.5,6.96,4.59,-10.89,1.21
90,301067,显盈科技,35.42,-7.28,-2.78,18254,63319387.13,5.81,35.55,33.33,34.0,38.2,5.96,911.64,2.25
91,300709,精研科技,25.01,-10.39,-2.9,335065,830816452.49,9.21,26.28,23.71,24.0,27.91,22.51,-26.87,2.49
92,300916,朗特智能,43.23,-11.2,-5.45,70993,299975875.09,13.99,45.75,38.94,38.95,48.68,27.26,571.58,3.59
